연번,원문,이지리드 문장,시각자료,명칭,검색어
116,동종 주거침입 전과가 없다.,,,,
,,,그림,"유리한 정상(동종 전과 없음, 주거침입 5)",
117,동종 주거침입 전과가 없다.,이전에도 베란다를 통해 몰래 들어갔다.,,,"집, 무단, 베란다"
,,,그림,"유리한 정상(동종 전과 없음, 준강간)",
118,동종 준강간 전과가 없다.,이전에 준강간을 저지른 적이 없다.,,,-
,,,그림,"유리한 정상(동종 전과 없음, 사기)",
119,동종 사기 전과가 없다.,이전에 사기를 저지른 적이 없다.,,,-
,,,그림,"유리한 정상(동종 전과 없음, 특수절도, 야간침입)",
120,동종 특수절도 전과가 없다.,이전에 다른 사람 집에 몰래 들어가 물건을 훔친 적이 없다.,,,"집, 물건"
,,,그림,"유리한 정상(동종 전과, 특수절도, 흉기)",
121,동종 특수절도 전과가 없다.,이전에 흉기를 가지고 다른 사람의 물건을 훔친 적이 없다.,,,"칼, 물건"
,,,그림,"유리한 정상(동종 전과 없음, 특수절도, 공동범행)",
122,동종 특수절도 전과가 없다.,이전에 다른 사람과 함께 물건을 훔친 적이 없다.,,,물건
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,,,그림,"유리한 정상(동종 전과 없음, 특수절도, 협박)",
123,동종 협박 전과가 없다.,이전에 다른 사람을 협박한 적이 없다.,,,-
,,,그림,,
124,최근 수년 간 아무런 전과가 없다.,최근 몇년 동안 바르게 살았다.,,유리한 정상(최근 전과 없음),범죄
,피고인은 과거에 유사한 범죄를 두 차례 저지른 전력이 있다.,,그림,,
125,,옛날에 비슷한 범죄를 2번 저질렀다.,,불리한 정상(동종 전과 2건),"범죄, 2번"
,,,그림,,
126,피고인은 과거에 유사한 범죄를 3차례 저지른 전력이 있다.,옛날에 비슷한 범죄를 3번 저질렀다.,,불리한 정상(동종 전과 3건),"범죄, 3번"
,피고인은 과거에 유사한 범죄를 여러 번 저지른 전력이 있다.,,그림,불리한 정상(동종 전과 여러 건),
127,,옛날에 비슷한 범죄를 여러 번 저질렀다.,,,"범죄, 여러 번, 수건, 다수"
,,,그림,"불리한 정상(동종 전과, 보이스 피싱)",
128,피고인은 동종 범죄인 보이스피싱 사기 전과가 있다.,이전에도 보이스피싱을 한 적이 있다.,,,"은행, 금전"
,,이전에도 횡령죄를 저지른 적이 있다.,그림,,
129,피고인은 동종 범죄인 횡령 전과가 있다.,*횡령죄 : 다른 사람의 재산을 관리하는 사람이 몰래 재산을 빼돌리는 것,,"불리한 정상(동종 전과, 횡령)","공금, 금전"
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,,,그림,,
130,피고인은 동종 범죄인 강도 전과가 있다.,이전에도 강도짓을 했다.,,"불리한 정상(동종 전과, 강도)",폭행
,피고인은 동종 범죄인 폭행 전과가 있다.,,그림,"불리한 정상(동종 전과, 폭행, 발로 밟다)",
131,,이전에도 다른 사람을 발로 밟는 등 때렸다.,,,-
,,,그림,"불리한 정상(동종 전과, 폭행, 음료를 뿌리다)",
132,피고인은 동종 범죄인 폭행 전과가 있다.,이전에도 다른 사람에게 음료를 뿌렸다.,,,-
,,,그림,"불리한 정상(동종 전과, 폭행, 욕하다)",
133,피고인은 동종 범죄인 폭행 전과가 있다.,이전에도 다른 사람에게 욕을 했다.,,,-
,,,그림,"불리한 정상(동종 전과, 스토킹, 사진 촬영)",
134,피고인은 동종 범죄인 스토킹 전과가 있다.,이전에도 몰래 사진을 찍으며 스토킹을 했다.,,,-
,,,그림,"불리한 정상(동종 전과, 스토킹, 따라다님)",
,피고인은 동종 범죄인 스토킹 전과가 있다.,이전에도 계속 따라다니며 스토킹을 했다.,,,
135,,,,,-
,,,그림,"불리한 정상(동종 전과, 스토킹, 연락)",
136,피고인은 동종 범죄인 스토킹 전과가 있다.,이전에도 계속 연락을 하며 스토킹을 했다.,,,-
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,,,그림,"불리한 정상(동종 전과, 성착취)",
137,피고인은 동종 범죄인 성착취 전과가 있다.,이전에도 다른 사람을 성적으로 괴롭힌 적이 있다.,,,-
,,,그림,"불리한 정상(동종 전과, 성폭력)",
138,피고인은 동종 범죄인 성폭력 전과가 있다.,이전에도 성폭력을 저질렀다.,,,-
,,,그림,"불리한 정상(동종 전과, 강제추행)",
139,피고인은 동종 범죄인 강제추행 전과가 있다.,이전에도 성희롱을 한 적이 있다.,,,성희롱
,피고인은 동종 범죄인 강간 전과가 있다.,,그림,"불리한 정상(동종 전과, 강간)",
140,,이전에도 강간을 저지른 적이 있다.,,,-
,,,그림,,
,피고인은 동종 범죄인 강제추행 전과가 있다.,이전에도 억지로 성추행을 한 적이 있다.,,"불리한 정상(동종 전과, 성추행)",
141,,,,,-
,,,그림,"불리한 정상(동종 전과, 공무집행 방해)",
142,피고인은 동종 범죄인 공무집행방해 전과가 있다.,이전에도 경찰이 일을 못하게 방해한 적이 있다.,,,경찰
,,,그림,"불리한 정상(동종 전과, 기물파손)",
143,피고인은 동종 범죄인 손괴 전과가 있다.,이전에도 물건을 망가뜨린 적이 있다.,,,물건
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,,,그림,,
144,피고인은 동종 범죄인 방화 전과가 있다.,이전에도 불을 일부러 지른 적이 있다.,,"불리한 정상(동종 전과, 방화)",불
,,,그림,,
145,피고인은 동종 범죄인 사기 전과가 있다.,이전에도 사기를 저지른 적이 있다.,,"불리한 정상(동종 전과, 사기)",금전
,,,그림,,
146,피고인은 동종 범죄인 상해 전과가 있다.,이전에도 다른 사람을 다치게 한 적이 있다.,,"불리한 정상(동종 전과, 상해)",폭행
,,,그림,"불리한 정상(동종 전과, 업무방해)",
147,피고인은 동종 범죄인 업무방해 전과가 있다.,이전에도 식당에서 술을 먹고 소리 질러 영업을 방해한 적이 있다.,,,영업
,,,그림,,
148,피고인은 동종 범죄인 절도 전과가 있다.,이전에도 물건을 훔친 적이 있다.,,"불리한 정상(동종 전과, 절도)",물건
,,,그림,"불리한 정상(동종 전과, 절도, ATM)",
149,피고인은 동종 범죄인 절도 전과가 있다.,이전에도 은행에서 돈을 훔친 적이 있다.,,,"은행, 금전"
,,,그림,"불리한 정상(동종 전과, 절도, 차량)",
150,피고인은 동종 범죄인 절도 전과가 있다.,이전에도 물건을 훔쳐 차에 실은 적이 있다.,,,"차, 물건"
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,,,그림,"불리한 정상(동종 전과, 절도, 핸드폰)",
151,피고인은 동종 범죄인 절도 전과가 있다.,이전에도 카페에서 핸드폰을 훔친 적이 있다.,,,"카페, 물건"
,,,그림,"불리한 정상(동종 전과, 주거침입 1)",
152,피고인은 동종 범죄인 주거침입 전과가 있다.,이전에도 집에 허락없이 들어갔다.,,,"집, 무단, 허락"
,,,그림,"불리한 정상(동종 전과, 주거침입 2)","집, 무단,"
153,피고인은 동종 범죄인 주거침입 전과가 있다.,이전에도 집에 들어가겠다고 계속 문을 두드리고 벨을 눌렀다.,,,"초인종, 문, 소음, 벨"
,,,그림,"불리한 정상(동종 전과, 주거침입 3)",
154,피고인은 동종 범죄인 주거침입 전과가 있다.,이전에도 몰래 뒤따라 가다 집까지 따라 들어갔다.,,,"집, 무단, 스토킹"
,,,그림,"불리한 정상(동종 전과, 주거침입 4)",
155,피고인은 동종 범죄인 주거침입 전과가 있다.,이전에도 층간소음으로 힘들다며 집에 허락없이 들어왔다.,,,"집, 무단, 허락, 층간소음"
,,,그림,"불리한 정상(동종 전과, 주거침입 5)",
156,피고인은 동종 범죄인 주거침입 전과가 있다.,이전에도 베란다를 통해 몰래 들어갔다.,,,"집, 무단, 베란다"
,,이전에도 피해자가 장애로 인해 피할 수 없는 상태에서 억지로 성적 행위를 한 적이 있다.,그림,"불리한 정상(동종 전과, 준강간)",
157,피고인은 동종 범죄인 준강간 전과가 있다.,,,,-
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,,,그림,"불리한 정상(동종 전과, 준사기)",
158,피고인은 동종 범죄인 준사기전과가 있다.,이전에도 거짓말로 속여 돈을 빼앗은 적이 있다.,,,-
,피고인은 동종 범죄인 특수절도 전과가 있다.,,그림,"불리한 정상(동종 전과, 특수절도, 주거침입)",
159,,이전에도 집에 몰래 들어가 물건을 훔친 적이 있다.,,,"집, 물건"
,,,그림,"불리한 정상(동종 전과, 특수절도, 흉기)",
160,피고인은 동종 범죄인 특수절도 전과가 있다.,이전에도 흉기를 가지고 다른 사람의 물건을 훔친 적이 있다.,,,"칼, 물건"
,,,그림,"불리한 정상(동종 전과, 특수절도, 공동범행)",
161,피고인은 동종 범죄인 특수절도 전과가 있다.,이전에도 다른 사람과 함께 물건을 훔친 적이 있다.,,,쿨건
,,,그림,,
162,피고인은 동종 범죄인 협박 전과가 있다.,이전에도 다른 사람을 협박한 적이 있다.,,"불리한 정상(동종 전과, 협박)",-
163,상습범이다.,같은 종류의 범죄를 여러 번 반복해서 저질렀다.,그림,불리한 정상 (상습범),"범죄, 반복, 습벽"
,,,,,
,,,그림,,
,,교도소 출소 후 3년 내에 이 범행을 하였다.,,,
164,누범이다.,따라서 2배까지 더 세게 처벌될 수 있다.,,불리한 정상(누범),"범죄, 교도소, 출소, 2배"
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,피고인은 과거 보이스피싱 사기 범죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,"불리한 정상(동종 누범, 보이스 피싱)",
,,"보이스피싱으로 감옥에 다녀왔는데, 3년이 안 되어 또 보이스피싱을 저질렀다.",,,
165,,,,,3년
,피고인은 과거 횡령죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"횡령죄로 감옥에 다녀왔는데, 3년이 안 되어 또 횡령을 했다.",,"불리한 정상(동종 누범, 횡령)",
166,,,,,3년
,피고인은 과거 강도죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"강도죄로 감옥에 다녀왔는데, 3년이 안 되어 또 강도짓을 했다.",,"불리한 정상(동종 누범, 강도)",
167,,,,,3년
,피고인은 과거 폭행죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"다른 사람을 발로 밟고 때려서 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 폭행, 발로 밟다)",
168,,,,,3년
,피고인은 과거 폭행죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,"불리한 정상(동종 누범, 폭행, 음료를 뿌리다)",
,,"다른 사람에게 음료를 뿌려서 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,,
169,,,,,3년
,피고인은 과거 폭행죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"다른 사람에게 욕을 해서 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 폭행, 욕하다)",
170,,,,,3년
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,피고인은 과거 스토킹 범죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,"불리한 정상(동종 누범, 스토킹, 사진 촬영)",
,,"몰래 사진을 찍어 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,,
171,,,,,3년
,피고인은 과거 스토킹 범죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,"불리한 정상(동종 누범, 스토킹, 따라다님)",
,,"계속 따라다니며 괴롭혀 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,,
172,,,,,3년
,피고인은 과거 스토킹 범죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,"불리한 정상(동종 누범, 스토킹, 연락)",
,,"계속 연락하며 괴롭혀 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,,
173,,,,,3년
,피고인은 과거 성착취로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"성적으로 괴롭혀 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 성착취)",
174,,,,,3년
,피고인은 과거 성폭력으로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"성폭력으로 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 성폭력)",
175,,,,,3년
,피고인은 과거 성희롱으로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"성희롱으로 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 성희롱)",
176,,,,,3년
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,피고인은 과거 강간으로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"강간으로 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 강간)",
177,,,,,3년
,피고인은 과거 강제추행으로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"강제로 추행을 해서 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 강제추행)",
178,,,,,3년
,피고인은 과거 공무집행방해죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,"불리한 정상(동종 누범, 공무집행 방해)",
,,"경찰이 일을 못하게 방해해서 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,,
179,,,,,"3년, 경찰"
,피고인은 과거 기물파손죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"물건을 망가뜨려 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 손괴)",
180,,,,,"3년, 물건"
,피고인은 과거 방화죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"불을 질러 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 방화)",
181,,,,,"3년, 불"
,피고인은 과거 사기죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"사기를 저질러 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 사기)",
182,,,,,"3년, 금전"
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,피고인은 과거 상해죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"다른 사람을 다치게 해 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 상해)",
183,,,,,"3년, 폭행"
,피고인은 과거 업무방해죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"술을 먹고 소리를 질러 식당 영업을 못하게 해 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 업무방해)",
184,,,,,"3년, 영업"
,피고인은 과거 절도죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"물건을 훔쳐 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 절도, 물건)",
185,,,,,3년
,피고인은 과거 절도죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"물건을 훔쳐 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 절도, ATM)","3년, 은행, 금전"
186,,,,,
,피고인은 과거 절도죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"물건을 훔쳐 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 절도, 차량)",
187,,,,,"3년, 물건"
,피고인은 과거 절도죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"물건을 훔쳐 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 절도, 핸드폰)",
188,,,,,3년
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,피고인은 과거 주거침입죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"주거침입으로 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 주거침입 1)",
189,,,,,3년
,피고인은 과거 주거침입죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"주거침입으로 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 주거침입 2)",
190,,,,,3년
,피고인은 과거 주거침입죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"주거침입으로 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 주거침입 3)",
191,,,,,3년
,피고인은 과거 주거침입죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"주거침입으로 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 주거침입 4)",
192,,,,,3년
,피고인은 과거 주거침입죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,"주거침입으로 감옥에 다녀왔는데, 3년이 안 되어 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 주거침입 5)",
193,,,,,3년
,피고인은 과거 준강간죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,나쁘게 보는 이유,그림,,
,,"피해자가 장애로 인해 피할 수 없는 상태에서 억지로 성적 행위를 해 감옥에 다녀왔는데, 3년 안에 또 같은 죄를 저질렀다.",,"불리한 정상(동종 누범, 준강간)",
194,,,,,3년
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,피고인은 과거 준사기죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,나쁘게 보는 이유,,"불리한 정상(동종 누범, 준사기)",
195,,"상대를 속여 돈을 빼앗아 감옥에 다녀왔는데, 3년 안에 또 같은 죄를 저질렀다.",,,3년
,피고인은 과거 특수절도죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,"불리한 정상(동종 누범, 특수절도, 주거침입)",
,,나쁘게 보는 이유,,,
196,,"집에 몰래 들어가 물건을 훔쳐 감옥에 다녀왔는데, 3년 안에 또 같은 죄를 저질렀다.",,,3년
,피고인은 과거 특수절도죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,"불리한 정상(동종 누범, 특수절도, 흉기)",
,,나쁘게 보는 이유,,,
197,,"흉기를 가지고 물건을 훔쳐 감옥에 다녀왔는데, 3년 안에 또 같은 죄를 저질렀다.",,,"3년, 칼"
,피고인은 과거 특수절도죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,"불리한 정상(동종 누범, 특수절도, 공동 범행)",
,,나쁘게 보는 이유,,,
198,,"다른 사람과 함께 물건을 훔쳐 감옥에 다녀왔는데, 3년 안에 또 같은 죄를 저질렀다.",,,3년
,피고인은 과거 협박죄로 실형 선고를 받은 전력이 있음에도 누범 기간 내에 동종 범죄를 저질렀다.,,그림,,
,,나쁘게 보는 이유,,"불리한 정상(동종 누범, 협박)",
199,,"다른 사람을 협박해 감옥에 다녀왔는데, 3년 안에 또 같은 죄를 저질렀다.",,,3년
,집행유예기간 중임에도 자숙하지 않고 이 사건 범행을 저질렀다.,전에 저지른 다른 범죄에 대한 집행유예기간 중이어서 바르게 행동하여야 했는데 그 기간 내에 다시 이번 잘못을 저질렀다.,그림,"불리한 정상(집행 유예기간, 범죄)",
200,,,,,-
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,피고인에 대하여 3년간 위치추적 전자장치 부착을 명한다.,,그림,,
201,,김이박은 3년 동안 위치를 확인할 수 있는 전차장치를 몸에 차고 있어야 한다.,,전자발찌,위치추적 전자장치 부착
,,,그림,,
202,피고인에게 별지 기재 준수사항을 부과한다.,김이박은 별지에 적혀 있는 내용을 지켜야 한다.,,준수사항 부과,별지
,,,그림,,
203,사물변별능력이 미약하다.,김이박은 자신의 행동이 범죄인지 잘 알지 못한다.,,심신미약1,사물변별
,,,그림,,
204,의사결정능력이 미약하다.,자기가 하는 행동이 어떤 의미인지나 어떤 결과를 가져오는지를 잘 알지 못한다,,심신미약2,"의사능력, 의사결정능력"
,,,그림,,
205,이 사건 범행은 피고인이 우발적으로 저지른 범행이다.,김이박은 범행을 저지른 것을 계획하거나 준비한 것이 아니라 우연히 저질렀다.,,우발적 범행,비계획적
,,,그림,,
206,피고인은 자신의 무죄를 주장한다.,김이박은 억울하고 죄가 없다.,,무죄 주장,억울
,피고인에게 보호관찰 기간 동안 정신의학과 전문의의 치료를 받을 것을 명한다.,,그림,,
207,,김이박은 보호관찰 기간 동안 정신과 치료를 받아야 한다.,,정신의학 치료,"전문의, 정신과, 보호관찰"
,,,,,
,,,,,
연번,원문,이지리드 문장,시각자료,명칭,검색어
,,,그림,,
,누구든지 장애인의 신체에 폭행을 가하여서는 아니된다.,누구든지 장애인을 때려서는 안된다.,,장애인 복지법 위반(폭행),
208,,,,,-
,누구든지 65세 이상의 사람의 신체에 폭행을 가하여서는 아니된다.,,그림,,
209,,누구든지 노인을 때려서는 안된다.,,노인복지법 위반(폭행),-
,,,그림,,
210,피고인과 피해자는 부부 관계에 있다.,김이박은 피해자와 부부 사이이다.,,부부,"피고인, 피해자"
,,,그림,,
211,피고인은 형면제 사유에 해당한다.,벌을 받지 않습니다.,,형면제,벌
,피고인은 음주 상태에서 피해자를 폭행했다.,,그림,,
212,,00은 술에 취해서 **을 때렸다.,,음주폭행,술
,폭행죄의 경우 피해자가 피고인에 대한 처벌을 희망하는 의사가 있어야만 처벌이 가능하다.,,그림,"반의사불벌 (폭행, 처벌원함) 1/2",
213,,피해자가 처벌을 원해야만 처벌할 수 있다.,,,합의
,,,그림,"반의사불벌 (폭행, 처벌불원) 2/2",
214,,피해자가 처벌하지 말라고 하면 처벌할 수 없다.,,,합의
,,,,,
,,,,,
